Employee_ID,Department_ID,Role_ID,Education_ID,Age,Job_Tenure,Distance_From_Home,Training_Hours,Performance_Rating,Last_Promotion_Year,Years_Since_Promotion,Work_Life_Balance,Job_Satisfaction,Exit_Interview_Score,Attrition_Risk_Score,Attrition_Flag,Salary_Band,Tenure_Bucket,Age_Group,Distance_Band,Promo_Gap_Bucket,Risk_Segment,Performance_Category,Satisfaction_Category,WLB_Category,Exit_Score_Category,Gender_Clean,Marital_Status
874,4,2,3,46,10,11,149,2,2024,0,2,3,2.0,2.722,1,Band 2 – Mid-Low,6–10 yrs,46–55,Medium (11–25 km),0–2 yrs,Medium Risk,Below Average,Neutral,Poor,High Dissatisfaction,Non-Binary / Other,Single
875,5,5,1,38,2,8,36,1,2013,11,3,3,,3.216,0,Band 1 – Low,0–2 yrs,36–45,Near (≤10 km),9–12 yrs,High Risk,Needs Improvement,Neutral,Fair,N/A (Still Employed),Male,Married
876,3,5,2,56,19,15,19,5,2012,12,5,5,,1.38,0,Band 4 – High,11–20 yrs,55+,Medium (11–25 km),9–12 yrs,Low Risk,Outstanding,Very High,Excellent,N/A (Still Employed),Male,Divorced
877,6,1,3,40,18,7,104,1,2024,0,5,3,,2.164,0,Band 3 – Mid-High,11–20 yrs,36–45,Near (≤10 km),0–2 yrs,Low Risk,Needs Improvement,Neutral,Excellent,N/A (Still Employed),Female,Divorced
878,2,4,3,23,7,19,17,3,2010,14,3,1,,3.588,0,Band 2 – Mid-Low,6–10 yrs,18–25,Medium (11–25 km),12+ yrs,High Risk,Average,Very Low,Fair,N/A (Still Employed),Male,Divorced
879,6,6,1,55,13,23,166,2,2014,10,5,1,,3.096,0,Band 3 – Mid-High,11–20 yrs,46–55,Medium (11–25 km),9–12 yrs,High Risk,Below Average,Very Low,Excellent,N/A (Still Employed),Female,Married
880,5,5,3,45,14,5,192,5,2022,2,5,4,,1.16,0,Band 4 – High,11–20 yrs,36–45,Near (≤10 km),0–2 yrs,Low Risk,Outstanding,High,Excellent,N/A (Still Employed),Female,Single
881,5,6,3,54,11,40,49,4,2020,4,3,2,,2.63,0,Band 3 – Mid-High,11–20 yrs,46–55,Far (26–50 km),3–5 yrs,Medium Risk,Good,Low,Fair,N/A (Still Employed),Male,Single
882,2,3,3,54,12,22,190,4,2014,10,1,1,,3.694,0,Band 3 – Mid-High,11–20 yrs,46–55,Medium (11–25 km),9–12 yrs,High Risk,Good,Very Low,Very Poor,N/A (Still Employed),Male,Single
883,6,3,3,50,5,8,198,4,2011,13,2,5,,2.366,0,Band 2 – Mid-Low,3–5 yrs,46–55,Near (≤10 km),12+ yrs,Medium Risk,Good,Very High,Poor,N/A (Still Employed),Male,Single
884,6,1,1,53,17,24,55,1,2013,11,1,4,,3.448,0,Band 3 – Mid-High,11–20 yrs,46–55,Medium (11–25 km),9–12 yrs,High Risk,Needs Improvement,High,Very Poor,N/A (Still Employed),Male,Divorced
885,3,5,1,24,20,6,43,2,2022,2,3,2,,2.862,0,Band 4 – High,11–20 yrs,18–25,Near (≤10 km),0–2 yrs,Medium Risk,Below Average,Low,Fair,N/A (Still Employed),Male,Divorced
886,1,2,2,40,19,3,31,3,2018,6,3,2,,2.856,0,Band 4 – High,11–20 yrs,36–45,Near (≤10 km),6–8 yrs,Medium Risk,Average,Low,Fair,N/A (Still Employed),Female,Married
887,6,3,3,34,8,39,117,4,2014,10,4,5,,1.778,0,Band 2 – Mid-Low,6–10 yrs,26–35,Far (26–50 km),9–12 yrs,Low Risk,Good,Very High,Good,N/A (Still Employed),Female,Single
888,5,2,3,42,4,10,40,2,2015,9,2,1,,3.77,0,Band 1 – Low,3–5 yrs,36–45,Near (≤10 km),9–12 yrs,High Risk,Below Average,Very Low,Poor,N/A (Still Employed),Male,Divorced
889,2,3,2,54,13,12,24,2,2019,5,2,4,3.0,2.674,1,Band 3 – Mid-High,11–20 yrs,46–55,Medium (11–25 km),3–5 yrs,Medium Risk,Below Average,High,Poor,Moderate Dissatisfaction,Female,Divorced
890,2,2,1,27,1,28,123,2,2016,8,3,4,,2.606,0,Band 1 – Low,0–2 yrs,26–35,Far (26–50 km),6–8 yrs,Medium Risk,Below Average,High,Fair,N/A (Still Employed),Female,Married
891,3,4,1,28,18,34,173,3,2010,14,4,1,3.0,3.368,0,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),12+ yrs,High Risk,Average,Very Low,Good,Moderate Dissatisfaction,Male,Single
892,1,5,2,32,15,22,191,3,2019,5,2,1,,3.394,0,Band 3 – Mid-High,11–20 yrs,26–35,Medium (11–25 km),3–5 yrs,High Risk,Average,Very Low,Poor,N/A (Still Employed),Male,Divorced
893,2,4,3,56,11,39,25,5,2014,10,4,2,,2.478,0,Band 3 – Mid-High,11–20 yrs,55+,Far (26–50 km),9–12 yrs,Medium Risk,Outstanding,Low,Good,N/A (Still Employed),Male,Single
894,3,4,2,56,5,12,90,3,2015,9,3,1,,3.324,0,Band 1 – Low,3–5 yrs,55+,Medium (11–25 km),9–12 yrs,High Risk,Average,Very Low,Fair,N/A (Still Employed),Female,Divorced
895,2,5,3,22,10,44,34,1,2014,10,3,4,,2.938,0,Band 2 – Mid-Low,6–10 yrs,18–25,Far (26–50 km),9–12 yrs,Medium Risk,Needs Improvement,High,Fair,N/A (Still Employed),Male,Married
896,4,6,2,26,8,28,149,1,2020,4,2,2,,3.456,0,Band 1 – Low,6–10 yrs,26–35,Far (26–50 km),3–5 yrs,High Risk,Needs Improvement,Low,Poor,N/A (Still Employed),Male,Married
897,5,2,3,35,16,10,81,2,2014,10,3,1,2.0,3.57,1,Band 3 – Mid-High,11–20 yrs,26–35,Near (≤10 km),9–12 yrs,High Risk,Below Average,Very Low,Fair,High Dissatisfaction,Non-Binary / Other,Married
898,6,4,1,35,15,43,59,5,2022,2,3,1,,2.636,0,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),0–2 yrs,Medium Risk,Outstanding,Very Low,Fair,N/A (Still Employed),Male,Married
899,1,5,1,49,5,44,177,5,2020,4,5,2,,1.938,0,Band 2 – Mid-Low,3–5 yrs,46–55,Far (26–50 km),3–5 yrs,Low Risk,Outstanding,Low,Excellent,N/A (Still Employed),Non-Binary / Other,Divorced
900,6,2,1,28,20,20,167,4,2022,2,1,4,,2.39,0,Band 4 – High,11–20 yrs,26–35,Medium (11–25 km),0–2 yrs,Medium Risk,Good,High,Very Poor,N/A (Still Employed),Female,Divorced
901,6,5,1,35,10,40,198,3,2022,2,2,5,,2.08,0,Band 2 – Mid-Low,6–10 yrs,26–35,Far (26–50 km),0–2 yrs,Low Risk,Average,Very High,Poor,N/A (Still Employed),Female,Married
902,4,5,2,56,5,19,14,2,2019,5,1,3,,3.238,0,Band 1 – Low,3–5 yrs,55+,Medium (11–25 km),3–5 yrs,High Risk,Below Average,Neutral,Very Poor,N/A (Still Employed),Female,Divorced
903,1,6,1,49,2,23,95,2,2010,14,4,4,,2.646,0,Band 1 – Low,0–2 yrs,46–55,Medium (11–25 km),12+ yrs,Medium Risk,Below Average,High,Good,N/A (Still Employed),Male,Married
904,6,4,3,26,20,7,182,3,2011,13,4,2,,2.964,0,Band 4 – High,11–20 yrs,26–35,Near (≤10 km),12+ yrs,High Risk,Average,Low,Good,N/A (Still Employed),Female,Divorced
905,3,5,1,31,11,18,91,1,2014,10,4,4,,2.636,0,Band 2 – Mid-Low,11–20 yrs,26–35,Medium (11–25 km),9–12 yrs,Medium Risk,Needs Improvement,High,Good,N/A (Still Employed),Female,Married
906,2,5,2,23,10,32,191,2,2019,5,4,5,,1.914,0,Band 2 – Mid-Low,6–10 yrs,18–25,Far (26–50 km),3–5 yrs,Low Risk,Below Average,Very High,Good,N/A (Still Employed),Non-Binary / Other,Divorced
907,5,3,3,51,17,43,53,2,2020,4,1,1,,3.836,0,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),3–5 yrs,High Risk,Below Average,Very Low,Very Poor,N/A (Still Employed),Male,Divorced
908,2,4,1,43,4,24,160,3,2015,9,5,5,,1.648,0,Band 1 – Low,3–5 yrs,36–45,Medium (11–25 km),9–12 yrs,Low Risk,Average,Very High,Excellent,N/A (Still Employed),Female,Single
909,5,2,1,24,9,17,194,4,2023,1,1,2,,2.934,0,Band 3 – Mid-High,6–10 yrs,18–25,Medium (11–25 km),0–2 yrs,Medium Risk,Good,Low,Very Poor,N/A (Still Employed),Male,Single
910,3,4,3,27,19,46,103,2,2014,10,5,2,,2.842,0,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,Medium Risk,Below Average,Low,Excellent,N/A (Still Employed),Female,Single
911,2,6,3,26,16,5,142,1,2023,1,3,3,,2.71,0,Band 3 – Mid-High,11–20 yrs,26–35,Near (≤10 km),0–2 yrs,Medium Risk,Needs Improvement,Neutral,Fair,N/A (Still Employed),Male,Single
912,4,6,2,25,7,1,13,4,2012,12,1,1,,3.752,0,Band 2 – Mid-Low,6–10 yrs,18–25,Near (≤10 km),9–12 yrs,High Risk,Good,Very Low,Very Poor,N/A (Still Employed),Male,Divorced
913,3,5,1,33,16,10,180,4,2017,7,5,5,,1.32,0,Band 4 – High,11–20 yrs,26–35,Near (≤10 km),6–8 yrs,Low Risk,Good,Very High,Excellent,N/A (Still Employed),Male,Divorced
914,4,3,3,38,10,50,113,3,2017,7,4,1,,3.05,0,Band 2 – Mid-Low,6–10 yrs,36–45,Far (26–50 km),6–8 yrs,High Risk,Average,Very Low,Good,N/A (Still Employed),Male,Single
915,1,3,3,57,13,42,116,1,2010,14,1,2,,4.234,0,Band 2 – Mid-Low,11–20 yrs,55+,Far (26–50 km),12+ yrs,High Risk,Needs Improvement,Low,Very Poor,N/A (Still Employed),Female,Married
916,2,1,1,26,2,10,180,2,2017,7,5,3,1.0,2.32,1,Band 1 – Low,0–2 yrs,26–35,Near (≤10 km),6–8 yrs,Low Risk,Below Average,Neutral,Excellent,High Dissatisfaction,Male,Married
917,4,1,3,58,11,21,181,3,2010,14,3,3,3.0,2.992,1,Band 3 – Mid-High,11–20 yrs,55+,Medium (11–25 km),12+ yrs,High Risk,Average,Neutral,Fair,Moderate Dissatisfaction,Female,Married
918,2,3,2,36,5,10,25,1,2017,7,5,2,,2.82,0,Band 1 – Low,3–5 yrs,36–45,Near (≤10 km),6–8 yrs,Medium Risk,Needs Improvement,Low,Excellent,N/A (Still Employed),Non-Binary / Other,Married
919,1,6,1,38,7,25,26,2,2010,14,4,3,,2.95,0,Band 1 – Low,6–10 yrs,36–45,Medium (11–25 km),12+ yrs,Medium Risk,Below Average,Neutral,Good,N/A (Still Employed),Female,Married
920,6,4,1,48,8,29,59,1,2015,9,3,4,,2.858,0,Band 1 – Low,6–10 yrs,46–55,Far (26–50 km),9–12 yrs,Medium Risk,Needs Improvement,High,Fair,N/A (Still Employed),Female,Married
921,2,4,3,46,2,47,138,5,2017,7,5,2,,2.094,0,Band 1 – Low,0–2 yrs,46–55,Far (26–50 km),6–8 yrs,Low Risk,Outstanding,Low,Excellent,N/A (Still Employed),Female,Single
922,1,5,1,50,6,31,47,3,2020,4,3,1,,3.112,0,Band 2 – Mid-Low,6–10 yrs,46–55,Far (26–50 km),3–5 yrs,High Risk,Average,Very Low,Fair,N/A (Still Employed),Male,Divorced
923,3,6,2,47,16,5,196,4,2023,1,1,4,,2.31,0,Band 4 – High,11–20 yrs,46–55,Near (≤10 km),0–2 yrs,Low Risk,Good,High,Very Poor,N/A (Still Employed),Female,Single
924,2,1,3,49,13,8,78,5,2018,6,1,4,,2.366,0,Band 4 – High,11–20 yrs,46–55,Near (≤10 km),6–8 yrs,Medium Risk,Outstanding,High,Very Poor,N/A (Still Employed),Male,Divorced
925,3,3,3,42,10,37,31,1,2013,11,5,2,,3.074,0,Band 2 – Mid-Low,6–10 yrs,36–45,Far (26–50 km),9–12 yrs,High Risk,Needs Improvement,Low,Excellent,N/A (Still Employed),Non-Binary / Other,Divorced
926,1,6,2,23,6,28,54,4,2016,8,1,3,,3.006,0,Band 2 – Mid-Low,6–10 yrs,18–25,Far (26–50 km),6–8 yrs,High Risk,Good,Neutral,Very Poor,N/A (Still Employed),Non-Binary / Other,Single
927,3,5,3,46,1,47,123,2,2010,14,5,5,,2.144,0,Band 1 – Low,0–2 yrs,46–55,Far (26–50 km),12+ yrs,Low Risk,Below Average,Very High,Excellent,N/A (Still Employed),Female,Single
928,4,2,1,29,18,18,21,4,2019,5,1,1,,3.436,0,Band 4 – High,11–20 yrs,26–35,Medium (11–25 km),3–5 yrs,High Risk,Good,Very Low,Very Poor,N/A (Still Employed),Female,Divorced
929,6,6,2,56,13,10,80,1,2011,13,5,2,2.0,3.12,1,Band 2 – Mid-Low,11–20 yrs,55+,Near (≤10 km),12+ yrs,High Risk,Needs Improvement,Low,Excellent,High Dissatisfaction,Male,Divorced
930,3,2,3,22,11,6,165,1,2014,10,2,2,,3.712,0,Band 2 – Mid-Low,11–20 yrs,18–25,Near (≤10 km),9–12 yrs,High Risk,Needs Improvement,Low,Poor,N/A (Still Employed),Female,Married
931,4,4,3,26,14,21,60,1,2024,0,5,2,,2.492,0,Band 3 – Mid-High,11–20 yrs,26–35,Medium (11–25 km),0–2 yrs,Medium Risk,Needs Improvement,Low,Excellent,N/A (Still Employed),Male,Married
932,6,5,3,59,16,9,186,5,2019,5,1,3,,2.618,0,Band 4 – High,11–20 yrs,55+,Near (≤10 km),3–5 yrs,Medium Risk,Outstanding,Neutral,Very Poor,N/A (Still Employed),Male,Single
933,1,5,3,24,12,12,139,3,2018,6,5,4,,1.774,0,Band 3 – Mid-High,11–20 yrs,18–25,Medium (11–25 km),6–8 yrs,Low Risk,Average,High,Excellent,N/A (Still Employed),Male,Single
934,1,3,1,26,13,50,114,2,2015,9,4,1,,3.35,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,High Risk,Below Average,Very Low,Good,N/A (Still Employed),Male,Divorced
935,2,6,1,44,13,25,54,5,2011,13,5,4,,1.75,0,Band 4 – High,11–20 yrs,36–45,Medium (11–25 km),12+ yrs,Low Risk,Outstanding,High,Excellent,N/A (Still Employed),Male,Single
936,4,5,3,54,3,23,172,5,2017,7,2,1,,3.096,0,Band 2 – Mid-Low,3–5 yrs,46–55,Medium (11–25 km),6–8 yrs,High Risk,Outstanding,Very Low,Poor,N/A (Still Employed),Male,Single
937,5,3,1,28,17,21,10,2,2012,12,1,2,,3.892,0,Band 4 – High,11–20 yrs,26–35,Medium (11–25 km),9–12 yrs,High Risk,Below Average,Low,Very Poor,N/A (Still Employed),Male,Single
938,6,1,2,40,10,32,89,2,2014,10,4,5,1.0,2.164,1,Band 2 – Mid-Low,6–10 yrs,36–45,Far (26–50 km),9–12 yrs,Low Risk,Below Average,Very High,Good,High Dissatisfaction,Male,Married
939,2,6,2,41,10,28,80,1,2022,2,3,5,,2.206,0,Band 2 – Mid-Low,6–10 yrs,36–45,Far (26–50 km),0–2 yrs,Low Risk,Needs Improvement,Very High,Fair,N/A (Still Employed),Non-Binary / Other,Divorced
940,2,5,2,60,7,31,153,1,2022,2,4,3,,2.562,0,Band 1 – Low,6–10 yrs,55+,Far (26–50 km),0–2 yrs,Medium Risk,Needs Improvement,Neutral,Good,N/A (Still Employed),Female,Divorced
941,1,6,3,27,18,45,99,3,2014,10,4,5,,1.99,0,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,Low Risk,Average,Very High,Good,N/A (Still Employed),Male,Divorced
942,3,6,3,40,13,27,40,3,2014,10,2,2,,3.354,0,Band 3 – Mid-High,11–20 yrs,36–45,Far (26–50 km),9–12 yrs,High Risk,Average,Low,Poor,N/A (Still Employed),Female,Divorced
943,6,4,3,50,4,39,97,4,2023,1,3,2,,2.478,0,Band 1 – Low,3–5 yrs,46–55,Far (26–50 km),0–2 yrs,Medium Risk,Good,Low,Fair,N/A (Still Employed),Female,Married
944,5,6,1,46,5,41,129,4,2017,7,1,5,,2.382,0,Band 2 – Mid-Low,3–5 yrs,46–55,Far (26–50 km),6–8 yrs,Medium Risk,Good,Very High,Very Poor,N/A (Still Employed),Female,Married
945,1,4,3,47,11,22,155,3,2012,12,2,3,,3.144,0,Band 3 – Mid-High,11–20 yrs,46–55,Medium (11–25 km),9–12 yrs,High Risk,Average,Neutral,Poor,N/A (Still Employed),Female,Married
946,1,5,3,23,19,9,188,5,2013,11,5,1,,2.518,0,Band 4 – High,11–20 yrs,18–25,Near (≤10 km),9–12 yrs,Medium Risk,Outstanding,Very Low,Excellent,N/A (Still Employed),Female,Divorced
947,5,6,1,52,2,42,32,3,2020,4,3,1,5.0,3.134,1,Band 1 – Low,0–2 yrs,46–55,Far (26–50 km),3–5 yrs,High Risk,Average,Very Low,Fair,Low Dissatisfaction,Male,Divorced
948,3,1,3,32,10,16,154,4,2012,12,4,1,,3.032,0,Band 3 – Mid-High,6–10 yrs,26–35,Medium (11–25 km),9–12 yrs,High Risk,Good,Very Low,Good,N/A (Still Employed),Female,Married
949,4,2,3,56,15,25,128,3,2012,12,5,4,,2.1,0,Band 3 – Mid-High,11–20 yrs,55+,Medium (11–25 km),9–12 yrs,Low Risk,Average,High,Excellent,N/A (Still Employed),Female,Single
950,4,4,1,36,6,27,32,3,2023,1,4,5,,1.504,0,Band 2 – Mid-Low,6–10 yrs,36–45,Far (26–50 km),0–2 yrs,Low Risk,Average,Very High,Good,N/A (Still Employed),Male,Single
951,5,1,2,30,19,36,39,4,2019,5,1,5,,2.272,0,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),3–5 yrs,Low Risk,Good,Very High,Very Poor,N/A (Still Employed),Male,Married
952,6,5,2,47,5,32,33,1,2020,4,4,1,,3.264,0,Band 1 – Low,3–5 yrs,46–55,Far (26–50 km),3–5 yrs,High Risk,Needs Improvement,Very Low,Good,N/A (Still Employed),Female,Married
953,3,1,1,56,15,35,56,3,2010,14,5,5,,1.92,0,Band 3 – Mid-High,11–20 yrs,55+,Far (26–50 km),12+ yrs,Low Risk,Average,Very High,Excellent,N/A (Still Employed),Male,Divorced
954,3,6,1,40,16,35,196,3,2013,11,3,2,,3.17,0,Band 4 – High,11–20 yrs,36–45,Far (26–50 km),9–12 yrs,High Risk,Average,Low,Fair,N/A (Still Employed),Female,Married
955,2,2,2,31,10,32,32,3,2011,13,1,3,,3.464,0,Band 2 – Mid-Low,6–10 yrs,26–35,Far (26–50 km),12+ yrs,High Risk,Average,Neutral,Very Poor,N/A (Still Employed),Male,Married
956,3,2,2,41,5,35,57,5,2020,4,5,3,,1.62,0,Band 2 – Mid-Low,3–5 yrs,36–45,Far (26–50 km),3–5 yrs,Low Risk,Outstanding,Neutral,Excellent,N/A (Still Employed),Non-Binary / Other,Single
957,5,2,3,45,7,35,91,5,2010,14,4,1,,2.97,0,Band 3 – Mid-High,6–10 yrs,36–45,Far (26–50 km),12+ yrs,High Risk,Outstanding,Very Low,Good,N/A (Still Employed),Male,Married
958,6,3,3,22,7,15,161,4,2012,12,1,2,,3.48,0,Band 2 – Mid-Low,6–10 yrs,18–25,Medium (11–25 km),9–12 yrs,High Risk,Good,Low,Very Poor,N/A (Still Employed),Male,Divorced
959,3,6,3,57,7,25,170,1,2020,4,1,1,5.0,4.0,1,Band 1 – Low,6–10 yrs,55+,Medium (11–25 km),3–5 yrs,High Risk,Needs Improvement,Very Low,Very Poor,Low Dissatisfaction,Female,Single
960,2,4,3,57,1,6,15,3,2018,6,2,2,5.0,3.112,0,Band 1 – Low,0–2 yrs,55+,Near (≤10 km),6–8 yrs,High Risk,Average,Low,Poor,Low Dissatisfaction,Male,Divorced
961,4,2,2,31,12,38,53,5,2023,1,3,1,4.0,2.576,0,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),0–2 yrs,Medium Risk,Outstanding,Very Low,Fair,Low Dissatisfaction,Male,Divorced
962,3,1,3,29,19,46,12,1,2017,7,4,4,3.0,2.542,1,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),6–8 yrs,Medium Risk,Needs Improvement,High,Good,Moderate Dissatisfaction,Female,Single
963,3,6,1,24,4,27,65,2,2019,5,2,1,,3.604,0,Band 1 – Low,3–5 yrs,18–25,Far (26–50 km),3–5 yrs,High Risk,Below Average,Very Low,Poor,N/A (Still Employed),Female,Divorced
964,6,4,3,22,5,34,173,4,2015,9,3,5,,1.968,0,Band 2 – Mid-Low,3–5 yrs,18–25,Far (26–50 km),9–12 yrs,Low Risk,Good,Very High,Fair,N/A (Still Employed),Male,Divorced
965,5,2,3,58,13,37,105,2,2010,14,2,1,2.0,4.074,0,Band 3 – Mid-High,11–20 yrs,55+,Far (26–50 km),12+ yrs,High Risk,Below Average,Very Low,Poor,High Dissatisfaction,Female,Single
966,5,6,1,60,14,50,127,2,2018,6,5,4,,2.05,0,Band 3 – Mid-High,11–20 yrs,55+,Far (26–50 km),6–8 yrs,Low Risk,Below Average,High,Excellent,N/A (Still Employed),Male,Divorced
967,2,1,3,47,6,45,30,3,2021,3,3,5,,1.89,0,Band 2 – Mid-Low,6–10 yrs,46–55,Far (26–50 km),3–5 yrs,Low Risk,Average,Very High,Fair,N/A (Still Employed),Non-Binary / Other,Divorced
968,3,4,3,56,2,48,195,4,2013,11,5,1,,2.796,0,Band 1 – Low,0–2 yrs,55+,Far (26–50 km),9–12 yrs,Medium Risk,Good,Very Low,Excellent,N/A (Still Employed),Female,Single
969,6,4,3,57,4,15,73,1,2010,14,4,2,,3.43,0,Band 1 – Low,3–5 yrs,55+,Medium (11–25 km),12+ yrs,High Risk,Needs Improvement,Low,Good,N/A (Still Employed),Male,Divorced
970,2,5,1,27,12,45,88,2,2021,3,2,1,,3.54,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),3–5 yrs,High Risk,Below Average,Very Low,Poor,N/A (Still Employed),Male,Single
971,5,1,1,41,16,6,184,5,2014,10,5,5,,1.262,0,Band 4 – High,11–20 yrs,36–45,Near (≤10 km),9–12 yrs,Low Risk,Outstanding,Very High,Excellent,N/A (Still Employed),Female,Single
972,1,5,1,35,6,16,174,4,2014,10,3,5,3.0,1.982,1,Band 2 – Mid-Low,6–10 yrs,26–35,Medium (11–25 km),9–12 yrs,Low Risk,Good,Very High,Fair,Moderate Dissatisfaction,Female,Single
973,2,2,1,44,2,24,58,3,2010,14,5,1,,3.098,0,Band 1 – Low,0–2 yrs,36–45,Medium (11–25 km),12+ yrs,High Risk,Average,Very Low,Excellent,N/A (Still Employed),Male,Married
974,1,4,2,35,4,1,198,2,2020,4,2,1,,3.502,0,Band 1 – Low,3–5 yrs,26–35,Near (≤10 km),3–5 yrs,High Risk,Below Average,Very Low,Poor,N/A (Still Employed),Female,Married
975,1,1,2,48,17,14,43,1,2023,1,2,4,,2.678,0,Band 3 – Mid-High,11–20 yrs,46–55,Medium (11–25 km),0–2 yrs,Medium Risk,Needs Improvement,High,Poor,N/A (Still Employed),Male,Single
976,2,1,1,54,11,2,89,2,2023,1,2,5,,2.154,0,Band 2 – Mid-Low,11–20 yrs,46–55,Near (≤10 km),0–2 yrs,Low Risk,Below Average,Very High,Poor,N/A (Still Employed),Male,Married
977,2,3,2,31,19,24,23,4,2023,1,2,4,5.0,2.098,0,Band 4 – High,11–20 yrs,26–35,Medium (11–25 km),0–2 yrs,Low Risk,Good,High,Poor,Low Dissatisfaction,Male,Single
978,6,6,3,32,14,36,107,1,2015,9,3,3,,3.172,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,High Risk,Needs Improvement,Neutral,Fair,N/A (Still Employed),Male,Married
979,2,2,3,33,5,31,190,3,2018,6,2,5,,2.262,0,Band 1 – Low,3–5 yrs,26–35,Far (26–50 km),6–8 yrs,Low Risk,Average,Very High,Poor,N/A (Still Employed),Female,Married
980,4,6,3,36,13,9,83,5,2021,3,1,4,,2.218,0,Band 4 – High,11–20 yrs,36–45,Near (≤10 km),3–5 yrs,Low Risk,Outstanding,High,Very Poor,N/A (Still Employed),Male,Divorced
981,5,4,3,38,8,8,55,4,2010,14,1,4,,2.966,0,Band 2 – Mid-Low,6–10 yrs,36–45,Near (≤10 km),12+ yrs,High Risk,Good,High,Very Poor,N/A (Still Employed),Female,Married
982,3,2,3,34,2,4,81,5,2019,5,5,2,,1.908,0,Band 1 – Low,0–2 yrs,26–35,Near (≤10 km),3–5 yrs,Low Risk,Outstanding,Low,Excellent,N/A (Still Employed),Male,Divorced
983,2,6,3,29,4,23,45,2,2013,11,5,4,,2.246,0,Band 1 – Low,3–5 yrs,26–35,Medium (11–25 km),9–12 yrs,Low Risk,Below Average,High,Excellent,N/A (Still Employed),Female,Married
984,1,3,3,33,8,24,154,3,2015,9,1,5,,2.648,0,Band 2 – Mid-Low,6–10 yrs,26–35,Medium (11–25 km),9–12 yrs,Medium Risk,Average,Very High,Very Poor,N/A (Still Employed),Male,Single
985,1,3,3,58,13,50,90,3,2011,13,2,3,,3.25,0,Band 3 – Mid-High,11–20 yrs,55+,Far (26–50 km),12+ yrs,High Risk,Average,Neutral,Poor,N/A (Still Employed),Male,Divorced
986,2,1,3,25,16,9,115,3,2011,13,5,3,,2.418,0,Band 4 – High,11–20 yrs,18–25,Near (≤10 km),12+ yrs,Medium Risk,Average,Neutral,Excellent,N/A (Still Employed),Female,Married
987,3,3,3,57,10,19,67,4,2018,6,3,4,2.0,2.088,1,Band 3 – Mid-High,6–10 yrs,55+,Medium (11–25 km),6–8 yrs,Low Risk,Good,High,Fair,High Dissatisfaction,Non-Binary / Other,Married
988,3,2,1,51,20,30,58,5,2017,7,1,4,5.0,2.46,1,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),6–8 yrs,Medium Risk,Outstanding,High,Very Poor,Low Dissatisfaction,Male,Single
989,6,4,3,57,6,10,79,4,2011,13,3,2,,3.02,0,Band 2 – Mid-Low,6–10 yrs,55+,Near (≤10 km),12+ yrs,High Risk,Good,Low,Fair,N/A (Still Employed),Female,Divorced
990,6,6,3,26,13,36,61,3,2018,6,3,4,,2.322,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),6–8 yrs,Low Risk,Average,High,Fair,N/A (Still Employed),Female,Single
991,6,5,1,40,3,27,55,3,2011,13,2,5,,2.604,0,Band 1 – Low,3–5 yrs,36–45,Far (26–50 km),12+ yrs,Medium Risk,Average,Very High,Poor,N/A (Still Employed),Male,Divorced
992,3,6,3,26,15,16,85,2,2013,11,2,3,,3.282,0,Band 3 – Mid-High,11–20 yrs,26–35,Medium (11–25 km),9–12 yrs,High Risk,Below Average,Neutral,Poor,N/A (Still Employed),Male,Single
993,1,2,3,38,13,14,76,1,2013,11,2,2,,3.778,0,Band 2 – Mid-Low,11–20 yrs,36–45,Medium (11–25 km),9–12 yrs,High Risk,Needs Improvement,Low,Poor,N/A (Still Employed),Female,Married
994,6,6,2,28,9,15,188,5,2015,9,3,2,,2.63,0,Band 3 – Mid-High,6–10 yrs,26–35,Medium (11–25 km),9–12 yrs,Medium Risk,Outstanding,Low,Fair,N/A (Still Employed),Male,Single
995,2,3,1,34,15,4,122,5,2019,5,2,3,,2.358,0,Band 4 – High,11–20 yrs,26–35,Near (≤10 km),3–5 yrs,Medium Risk,Outstanding,Neutral,Poor,N/A (Still Employed),Female,Married
996,6,6,3,59,12,48,77,3,2015,9,4,2,,2.846,0,Band 3 – Mid-High,11–20 yrs,55+,Far (26–50 km),9–12 yrs,Medium Risk,Average,Low,Good,N/A (Still Employed),Male,Married
997,2,3,1,53,1,9,33,5,2023,1,3,4,,1.618,0,Band 1 – Low,0–2 yrs,46–55,Near (≤10 km),0–2 yrs,Low Risk,Outstanding,High,Fair,N/A (Still Employed),Male,Single
